Row Label,County,Ann Schindler,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
M-V 05-0697,KI,216,673,169,385,0,0
NAPOLEON,KI,180,505,143,324,0,1
SEA 37-1607,KI,128,524,98,227,0,1
SEA 36-1720,KI,152,622,135,287,0,0
SEA 36-1721,KI,131,529,115,246,0,0
MORRIS,KI,192,736,163,359,0,4
SEA 36-1723,KI,117,431,132,252,0,3
SEA 36-1724,KI,103,315,102,207,0,2
SEA 36-1725,KI,102,372,86,189,0,1
SEA 36-1726,KI,109,387,105,214,0,0
SEA 36-1727,KI,125,382,113,239,0,1
KIR 45-2489,KI,171,559,120,295,0,4
SEA 36-1729,KI,76,231,71,147,0,0
M-V 05-3322,KI,110,382,79,189,0,0
AMES LAKE,KI,243,810,199,445,0,3
FAIRHAVEN,KI,214,808,223,439,0,2
GRIZZLY,KI,162,653,190,353,0,1
QUARTERMASTER,KI,105,342,122,229,0,2
AUB 47-0045,KI,233,674,114,351,1,3
SEA 36-1695,KI,165,475,154,320,0,1
SHL 32-0558,KI,72,310,66,138,0,0
BACUS,KI,153,443,117,271,0,1
BEL 48-3143,KI,112,377,88,202,0,2
AUB 30-3477,KI,42,203,23,65,0,0
AUB 30-3476,KI,61,264,25,86,0,0
MOUNT SI,KI,73,274,92,166,0,1
BEL 48-3144,KI,176,481,91,274,0,7
BEL 41-3140,KI,98,286,74,172,0,0
SEA 43-3230,KI,159,626,146,309,0,4
NEW 41-0248,KI,106,380,72,180,0,2
SHL 32-1053,KI,126,364,99,227,0,2
SEA 36-2163,KI,77,289,99,176,0,0
SEA 36-2162,KI,124,373,134,259,0,1
SEA 36-2161,KI,140,460,163,304,0,1
SEA 36-2167,KI,95,327,116,211,0,0
SEA 36-2166,KI,107,336,124,231,0,0
SEA 36-2165,KI,65,240,104,170,0,1
ROSE,KI,144,409,135,280,0,1
SEA 36-2168,KI,152,520,182,334,0,0
KIR 45-1040,KI,241,783,191,433,0,1
BEL 41-0206,KI,210,729,133,344,0,1
SHL 32-0888,KI,76,264,66,142,0,0
SEA 43-2544,KI,314,887,219,537,0,4
SEA 36-3496,KI,186,671,136,328,0,6
DUV 45-3481,KI,258,692,140,400,0,2
DOCKTON,KI,231,696,214,446,0,1
AUB 47-2839,KI,255,692,174,430,0,1
SEA 37-1907,KI,234,657,196,432,0,2
SEA 37-1906,KI,131,427,147,280,0,2
BUR 33-1189,KI,174,639,105,283,0,4
SEA 37-1902,KI,102,339,120,224,0,2
SEA 37-1901,KI,85,260,78,163,0,0
SEA 37-1900,KI,103,355,85,192,0,4
RNT 11-3575,KI,179,600,135,318,0,4
SAM 45-2726,KI,149,479,127,278,0,2
KIR 48-0615,KI,169,542,132,307,0,6
SAM 41-2973,KI,219,723,215,434,0,0
SEA 43-2547,KI,110,461,94,204,0,0
KEN 33-3174,KI,202,652,112,315,0,1
M-I 41-3655,KI,153,457,104,258,0,1
SHL 32-1168,KI,146,466,99,246,0,1
MICHAEL,KI,205,582,145,353,0,3
SEA 43-2546,KI,93,324,80,176,0,3
SEA 46-2328,KI,69,299,78,147,0,0
TANNER,KI,169,695,173,343,0,1
SNQ 05-3667,KI,117,451,105,224,0,2
RNT 11-3683,KI,74,320,53,128,0,1
SYLVAN,KI,223,744,113,336,0,0
SEA 43-2550,KI,90,342,66,157,0,1
BOT 01-3398,KI,185,656,164,350,0,1
SEA 37-1585,KI,116,358,115,233,0,2
CLEVELAND,KI,102,344,108,212,0,2
BEL 41-0815,KI,89,405,64,155,0,2
KEN 47-3579,KI,59,273,41,100,0,0
CROSS,KI,171,511,156,328,0,1
LFP 46-0734,KI,224,575,125,349,0,0
SEA 43-1345,KI,132,424,141,274,0,1
AUB 47-3456,KI,204,795,98,305,0,3
IDA,KI,82,260,61,146,0,3
DES 33-2626,KI,169,331,101,272,0,2
DES 33-2627,KI,145,347,83,229,0,1
DES 33-2625,KI,128,434,102,231,0,1
DES 33-2623,KI,122,333,101,225,0,2
CAMELOT,KI,133,479,77,211,0,1
KIR 01-0356,KI,275,816,240,516,0,1
RNT 37-3650,KI,99,474,103,204,0,2
SEA 43-2543,KI,84,313,66,153,0,3
ENM 31-0413,KI,190,655,173,363,0,0
RED 48-3134,KI,101,351,78,181,0,2
ENM 31-0410,KI,176,644,118,297,0,3
ENM 31-0417,KI,82,249,61,143,0,0
ENM 31-0416,KI,215,695,185,402,0,2
ENM 31-0415,KI,69,259,71,142,0,2
ENM 31-0419,KI,129,480,98,231,0,4
ENM 31-0418,KI,197,565,123,322,0,2
AUB 31-0058,KI,101,290,68,172,0,3
SEA 34-1425,KI,110,292,74,185,0,1
SEA 34-1424,KI,115,436,94,210,0,1
SEA 34-1427,KI,76,269,85,163,0,2
SEA 34-1426,KI,94,294,92,186,0,0
SEA 37-2861,KI,116,391,126,243,0,1
SEA 34-1420,KI,186,668,199,385,0,0
SEA 34-1423,KI,112,338,91,205,0,2
SEA 34-1422,KI,102,354,113,216,0,1
DES 33-2394,KI,186,407,84,271,0,1
DES 33-2395,KI,106,263,56,162,0,0
SEA 34-1429,KI,82,252,73,158,0,3
SEA 34-1428,KI,85,252,75,163,0,3
WOD 45-2734,KI,200,583,126,328,0,2
RNT 11-0404,KI,170,598,108,281,0,3
SEA 43-1348,KI,158,555,157,317,0,2
SEA 37-1648,KI,194,695,131,327,0,2
SEA 37-1629,KI,116,527,101,221,0,4
RED 48-3391,KI,240,704,163,404,0,1
LFP 46-1089,KI,170,554,151,321,0,0
KMR 46-3594,KI,94,322,60,155,0,1
KMR 46-3592,KI,113,396,76,190,0,1
KEN 47-3408,KI,99,374,42,141,0,0
SEA 37-3673,KI,151,563,120,277,0,6
SEA 37-3672,KI,112,426,111,225,0,2
FREEDOM,KI,201,726,174,378,0,3
KEN 47-3402,KI,181,669,138,322,0,3
KIR 45-2924,KI,183,718,132,322,0,7
ISS 05-3145,KI,226,895,179,406,0,1
MARGERY,KI,213,762,146,360,0,1
AVONDALE,KI,92,293,76,169,0,1
SEA 43-1776,KI,198,673,172,375,0,5
SEA 32-2211,KI,170,606,136,311,0,5
SEA 32-2210,KI,218,610,154,374,0,2
SEA 46-2360,KI,117,469,82,202,0,3
SEA 46-2361,KI,108,359,98,206,0,0
SEA 32-2215,KI,292,805,241,535,0,2
BEL 41-2429,KI,253,836,196,449,0,0
SEA 32-2217,KI,273,754,144,421,0,4
FAIRVILLE,KI,169,575,126,298,0,3
SEA 32-2218,KI,171,666,159,332,0,2
SEA 46-2369,KI,160,419,99,262,0,3
BUR 34-0824,KI,167,577,101,272,0,4
RNT 11-0539,KI,128,475,50,178,0,0
COV 47-3279,KI,199,713,140,342,0,3
BOT 45-3620,KI,36,149,27,63,0,0
FOREST,KI,193,572,119,313,0,1
DILWORTH,KI,134,438,143,277,0,0
SEA 43-1869,KI,152,465,117,270,0,1
LYNN,KI,130,433,83,214,0,1
ISS 05-2929,KI,180,562,158,341,0,3
TUK 11-3233,KI,106,457,70,178,0,2
BEL 48-0154,KI,92,258,59,157,0,6
BEL 48-0156,KI,218,659,134,354,0,2
BEL 48-0151,KI,121,409,109,232,0,2
BEL 48-0153,KI,90,314,69,160,0,1
MIL 30-3146,KI,202,659,155,361,0,4
SEA 43-3497,KI,120,532,97,218,0,1
BEL 48-0159,KI,158,533,113,273,0,2
SEA 43-1274,KI,107,302,106,216,0,3
RED 48-2449,KI,169,518,120,290,0,1
RED 48-2448,KI,175,544,137,316,0,4
ISS 41-2605,KI,145,434,93,240,0,2
ISS 41-2602,KI,207,817,166,379,0,6
JOVITA,KI,123,454,103,232,0,6
BEL 41-2556,KI,211,656,167,378,0,0
ISS 41-2977,KI,89,397,48,137,0,0
FED 30-3028,KI,162,510,88,250,0,0
