Row Label,County,Michael J. Trickey,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
M-V 05-0697,KI,216,673,169,385,0,0
NAPOLEON,KI,172,505,149,324,0,3
SEA 37-1607,KI,125,524,102,227,0,0
SEA 36-1720,KI,150,622,137,287,0,0
SEA 36-1721,KI,128,529,117,246,0,1
MORRIS,KI,190,736,165,359,0,4
SEA 36-1723,KI,117,431,132,252,0,3
SEA 36-1724,KI,102,315,103,207,0,2
SEA 36-1725,KI,100,372,87,189,0,2
SEA 36-1726,KI,106,387,107,214,0,1
SEA 36-1727,KI,123,382,115,239,0,1
KIR 45-2489,KI,170,559,120,295,0,5
SEA 36-1729,KI,72,231,75,147,0,0
M-V 05-3322,KI,111,382,77,189,0,1
AMES LAKE,KI,234,810,209,445,0,2
FAIRHAVEN,KI,214,808,223,439,0,2
GRIZZLY,KI,161,653,188,353,0,4
QUARTERMASTER,KI,102,342,125,229,0,2
AUB 47-0045,KI,231,674,117,351,0,3
SEA 36-1695,KI,163,475,155,320,0,2
SHL 32-0558,KI,69,310,69,138,0,0
BACUS,KI,144,443,124,271,0,3
BEL 48-3143,KI,111,377,89,202,0,2
AUB 30-3477,KI,43,203,22,65,0,0
AUB 30-3476,KI,64,264,22,86,0,0
MOUNT SI,KI,71,274,94,166,0,1
BEL 48-3144,KI,173,481,93,274,0,8
BEL 41-3140,KI,96,286,73,172,0,3
SEA 43-3230,KI,156,626,150,309,0,3
NEW 41-0248,KI,105,380,73,180,0,2
SHL 32-1053,KI,127,364,98,227,0,2
SEA 36-2163,KI,77,289,99,176,0,0
SEA 36-2162,KI,121,373,137,259,0,1
SEA 36-2161,KI,139,460,164,304,0,1
SEA 36-2167,KI,93,327,117,211,0,1
SEA 36-2166,KI,108,336,123,231,0,0
SEA 36-2165,KI,64,240,105,170,0,1
ROSE,KI,141,409,138,280,0,1
SEA 36-2168,KI,152,520,182,334,0,0
KIR 45-1040,KI,238,783,193,433,0,2
BEL 41-0206,KI,205,729,137,344,0,2
SHL 32-0888,KI,74,264,66,142,0,2
SEA 43-2544,KI,304,887,229,537,0,4
SEA 36-3496,KI,181,671,139,328,0,8
DUV 45-3481,KI,255,692,145,400,0,0
DOCKTON,KI,227,696,218,446,0,1
AUB 47-2839,KI,256,692,171,430,0,3
SEA 37-1907,KI,227,657,205,432,0,0
SEA 37-1906,KI,126,427,152,280,0,2
BUR 33-1189,KI,174,639,106,283,0,3
SEA 37-1902,KI,97,339,124,224,0,3
SEA 37-1901,KI,83,260,79,163,0,1
SEA 37-1900,KI,101,355,87,192,0,4
RNT 11-3575,KI,180,600,133,318,0,5
SAM 45-2726,KI,143,479,130,278,0,5
KIR 48-0615,KI,169,542,132,307,0,6
SAM 41-2973,KI,227,723,207,434,0,0
SEA 43-2547,KI,110,461,94,204,0,0
KEN 33-3174,KI,203,652,111,315,0,1
M-I 41-3655,KI,148,457,110,258,0,0
SHL 32-1168,KI,145,466,100,246,0,1
MICHAEL,KI,208,582,144,353,0,1
SEA 43-2546,KI,89,324,84,176,0,3
SEA 46-2328,KI,62,299,85,147,0,0
TANNER,KI,168,695,174,343,0,1
SNQ 05-3667,KI,113,451,107,224,0,4
RNT 11-3683,KI,76,320,51,128,0,1
SYLVAN,KI,219,744,116,336,0,1
SEA 43-2550,KI,84,342,72,157,0,1
BOT 01-3398,KI,181,656,168,350,0,1
SEA 37-1585,KI,115,358,117,233,0,1
CLEVELAND,KI,95,344,114,212,0,3
BEL 41-0815,KI,84,405,67,155,0,4
KEN 47-3579,KI,58,273,41,100,0,1
CROSS,KI,162,511,164,328,0,2
LFP 46-0734,KI,215,575,132,349,0,2
SEA 43-1345,KI,142,424,130,274,0,2
AUB 47-3456,KI,202,795,100,305,0,3
IDA,KI,81,260,62,146,0,3
DES 33-2626,KI,163,331,106,272,0,3
DES 33-2627,KI,138,347,90,229,0,1
DES 33-2625,KI,127,434,101,231,0,3
DES 33-2623,KI,124,333,99,225,0,2
CAMELOT,KI,129,479,80,211,0,2
KIR 01-0356,KI,276,816,238,516,0,2
RNT 37-3650,KI,95,474,107,204,0,2
SEA 43-2543,KI,83,313,68,153,0,2
ENM 31-0413,KI,184,655,179,363,0,0
RED 48-3134,KI,97,351,81,181,0,3
ENM 31-0410,KI,175,644,118,297,0,4
ENM 31-0417,KI,81,249,61,143,0,1
ENM 31-0416,KI,215,695,184,402,0,3
ENM 31-0415,KI,68,259,72,142,0,2
ENM 31-0419,KI,125,480,102,231,0,4
ENM 31-0418,KI,196,565,125,322,0,1
AUB 31-0058,KI,99,290,70,172,0,3
SEA 34-1425,KI,108,292,76,185,0,1
SEA 34-1424,KI,114,436,95,210,0,1
SEA 34-1427,KI,72,269,88,163,0,3
SEA 34-1426,KI,91,294,95,186,0,0
SEA 37-2861,KI,114,391,128,243,0,1
SEA 34-1420,KI,180,668,202,385,0,3
SEA 34-1423,KI,109,338,94,205,0,2
SEA 34-1422,KI,102,354,113,216,0,1
DES 33-2394,KI,183,407,87,271,0,1
DES 33-2395,KI,105,263,56,162,0,1
SEA 34-1429,KI,83,252,72,158,0,3
SEA 34-1428,KI,83,252,78,163,0,2
WOD 45-2734,KI,198,583,127,328,0,3
RNT 11-0404,KI,169,598,109,281,0,3
SEA 43-1348,KI,148,555,166,317,0,3
SEA 37-1648,KI,183,695,139,327,0,5
SEA 37-1629,KI,116,527,101,221,0,4
RED 48-3391,KI,237,704,165,404,0,2
LFP 46-1089,KI,172,554,147,321,0,2
KMR 46-3594,KI,89,322,65,155,0,1
KMR 46-3592,KI,114,396,75,190,0,1
KEN 47-3408,KI,99,374,42,141,0,0
SEA 37-3673,KI,153,563,120,277,0,4
SEA 37-3672,KI,113,426,109,225,0,3
FREEDOM,KI,204,726,171,378,0,3
KEN 47-3402,KI,181,669,137,322,0,4
KIR 45-2924,KI,179,718,135,322,0,8
ISS 05-3145,KI,217,895,186,406,0,3
MARGERY,KI,216,762,143,360,0,1
AVONDALE,KI,93,293,74,169,0,2
SEA 43-1776,KI,188,673,182,375,0,5
SEA 32-2211,KI,168,606,137,311,0,6
SEA 32-2210,KI,205,610,167,374,0,2
SEA 46-2360,KI,114,469,84,202,0,4
SEA 46-2361,KI,105,359,100,206,0,1
SEA 32-2215,KI,284,805,247,535,0,4
BEL 41-2429,KI,251,836,196,449,0,2
SEA 32-2217,KI,269,754,149,421,0,3
FAIRVILLE,KI,169,575,126,298,0,3
SEA 32-2218,KI,165,666,163,332,0,4
SEA 46-2369,KI,157,419,103,262,0,2
BUR 34-0824,KI,164,577,102,272,0,6
RNT 11-0539,KI,127,475,50,178,0,1
COV 47-3279,KI,200,713,138,342,0,4
BOT 45-3620,KI,36,149,27,63,0,0
FOREST,KI,181,572,129,313,0,3
DILWORTH,KI,125,438,151,277,0,1
SEA 43-1869,KI,147,465,119,270,0,4
LYNN,KI,128,433,85,214,0,1
ISS 05-2929,KI,177,562,162,341,0,2
TUK 11-3233,KI,107,457,68,178,0,3
BEL 48-0154,KI,95,258,57,157,0,5
BEL 48-0156,KI,216,659,136,354,0,2
BEL 48-0151,KI,121,409,108,232,0,3
BEL 48-0153,KI,86,314,73,160,0,1
MIL 30-3146,KI,199,659,159,361,0,3
SEA 43-3497,KI,119,532,99,218,0,0
BEL 48-0159,KI,156,533,115,273,0,2
SEA 43-1274,KI,106,302,107,216,0,3
RED 48-2449,KI,166,518,120,290,0,4
RED 48-2448,KI,174,544,138,316,0,4
ISS 41-2605,KI,142,434,98,240,0,0
ISS 41-2602,KI,212,817,163,379,0,4
JOVITA,KI,126,454,100,232,0,6
BEL 41-2556,KI,213,656,165,378,0,0
ISS 41-2977,KI,88,397,48,137,0,1
FED 30-3028,KI,159,510,91,250,0,0
