Row Label,County,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in,Dan Satterberg
M-V 05-0697,KI,673,108,385,0,1,276
NAPOLEON,KI,505,94,324,0,2,228
SEA 37-1607,KI,524,86,227,0,9,132
SEA 36-1720,KI,622,126,287,0,4,157
SEA 36-1721,KI,529,102,246,0,5,139
MORRIS,KI,736,110,359,0,7,242
SEA 36-1723,KI,431,111,252,0,5,136
SEA 36-1724,KI,315,73,207,0,4,130
SEA 36-1725,KI,372,79,189,0,7,103
SEA 36-1726,KI,387,99,214,0,3,112
SEA 36-1727,KI,382,94,239,0,4,141
KIR 45-2489,KI,559,87,295,0,4,204
SEA 36-1729,KI,231,63,147,0,11,73
M-V 05-3322,KI,382,59,189,0,1,129
AMES LAKE,KI,810,143,445,0,11,291
FAIRHAVEN,KI,808,121,439,0,5,313
GRIZZLY,KI,653,106,353,0,5,242
QUARTERMASTER,KI,342,98,229,0,6,125
AUB 47-0045,KI,674,95,351,0,9,247
SEA 36-1695,KI,475,103,320,0,7,210
SHL 32-0558,KI,310,54,138,0,4,80
BACUS,KI,443,88,271,0,7,176
BEL 48-3143,KI,377,73,202,0,4,125
AUB 30-3477,KI,203,17,65,0,1,47
AUB 30-3476,KI,264,21,86,0,5,60
MOUNT SI,KI,274,68,166,0,1,97
BEL 48-3144,KI,481,75,274,1,3,195
BEL 41-3140,KI,286,44,172,0,5,123
SEA 43-3230,KI,626,131,309,0,13,165
NEW 41-0248,KI,380,54,180,0,2,124
SHL 32-1053,KI,364,78,227,0,3,146
SEA 36-2163,KI,289,74,176,0,3,99
SEA 36-2162,KI,373,133,259,0,8,118
SEA 36-2161,KI,460,146,304,0,11,147
SEA 36-2167,KI,327,102,211,0,3,106
SEA 36-2166,KI,336,108,231,0,8,115
SEA 36-2165,KI,240,90,170,0,5,75
ROSE,KI,409,82,280,0,3,195
SEA 36-2168,KI,520,165,334,0,7,162
KIR 45-1040,KI,783,145,433,0,10,278
BEL 41-0206,KI,729,98,344,0,10,236
SHL 32-0888,KI,264,44,142,0,4,94
SEA 43-2544,KI,887,179,537,0,13,345
SEA 36-3496,KI,671,122,328,0,10,196
DUV 45-3481,KI,692,85,400,0,10,305
DOCKTON,KI,696,192,446,0,6,248
AUB 47-2839,KI,692,105,430,0,7,318
SEA 37-1907,KI,657,211,432,0,14,207
SEA 37-1906,KI,427,167,280,0,11,102
BUR 33-1189,KI,639,77,283,0,6,200
SEA 37-1902,KI,339,126,224,0,13,85
SEA 37-1901,KI,260,73,163,0,7,83
SEA 37-1900,KI,355,85,192,0,11,96
RNT 11-3575,KI,600,93,318,0,2,223
SAM 45-2726,KI,479,85,278,0,4,189
KIR 48-0615,KI,542,106,307,0,8,193
SAM 41-2973,KI,723,129,434,0,5,300
SEA 43-2547,KI,461,89,204,0,5,110
KEN 33-3174,KI,652,75,315,0,6,234
M-I 41-3655,KI,457,87,258,0,3,168
SHL 32-1168,KI,466,82,246,0,5,159
MICHAEL,KI,582,103,353,0,5,245
SEA 43-2546,KI,324,85,176,0,6,85
SEA 46-2328,KI,299,68,147,0,5,74
TANNER,KI,695,113,343,0,4,226
SNQ 05-3667,KI,451,66,224,0,2,156
RNT 11-3683,KI,320,35,128,0,1,92
SYLVAN,KI,744,102,336,0,12,222
SEA 43-2550,KI,342,73,157,0,4,80
BOT 01-3398,KI,656,113,350,0,5,232
SEA 37-1585,KI,358,115,233,0,6,112
CLEVELAND,KI,344,68,212,0,3,141
BEL 41-0815,KI,405,42,155,0,2,111
KEN 47-3579,KI,273,30,100,0,1,69
CROSS,KI,511,161,328,0,10,157
LFP 46-0734,KI,575,105,349,0,6,238
SEA 43-1345,KI,424,139,274,0,4,131
AUB 47-3456,KI,795,68,305,0,5,232
IDA,KI,260,44,146,0,0,102
DES 33-2626,KI,331,65,272,0,4,203
DES 33-2627,KI,347,44,229,0,2,183
DES 33-2625,KI,434,70,231,0,2,159
DES 33-2623,KI,333,63,225,0,3,159
CAMELOT,KI,479,58,211,0,7,146
KIR 01-0356,KI,816,167,516,0,3,346
RNT 37-3650,KI,474,91,204,0,3,110
SEA 43-2543,KI,313,75,153,0,10,68
ENM 31-0413,KI,655,110,363,0,3,250
RED 48-3134,KI,351,54,181,0,6,121
ENM 31-0410,KI,644,83,297,0,6,208
ENM 31-0417,KI,249,46,143,0,3,94
ENM 31-0416,KI,695,114,402,0,4,284
ENM 31-0415,KI,259,44,142,0,3,95
ENM 31-0419,KI,480,50,231,0,5,176
ENM 31-0418,KI,565,93,322,0,3,226
AUB 31-0058,KI,290,46,172,0,3,123
SEA 34-1425,KI,292,60,185,0,1,124
SEA 34-1424,KI,436,94,210,0,4,112
SEA 34-1427,KI,269,69,163,0,4,90
SEA 34-1426,KI,294,83,186,0,3,100
SEA 37-2861,KI,391,96,243,0,3,144
SEA 34-1420,KI,668,176,385,0,4,205
SEA 34-1423,KI,338,80,205,0,3,122
SEA 34-1422,KI,354,102,216,0,5,109
DES 33-2394,KI,407,60,271,0,1,210
DES 33-2395,KI,263,40,162,0,1,121
SEA 34-1429,KI,252,60,158,0,6,92
SEA 34-1428,KI,252,73,163,0,3,87
WOD 45-2734,KI,583,86,328,0,5,237
RNT 11-0404,KI,598,75,281,0,7,199
SEA 43-1348,KI,555,160,317,0,13,144
SEA 37-1648,KI,695,116,327,0,15,196
SEA 37-1629,KI,527,91,221,0,7,123
RED 48-3391,KI,704,147,404,0,5,252
LFP 46-1089,KI,554,135,321,0,7,179
KMR 46-3594,KI,322,34,155,0,5,116
KMR 46-3592,KI,396,58,190,1,2,129
KEN 47-3408,KI,374,37,141,0,3,101
SEA 37-3673,KI,563,121,277,0,17,139
SEA 37-3672,KI,426,110,225,0,7,108
FREEDOM,KI,726,108,378,0,4,266
KEN 47-3402,KI,669,80,322,0,9,233
KIR 45-2924,KI,718,101,322,0,12,209
ISS 05-3145,KI,895,119,406,0,3,284
MARGERY,KI,762,102,360,0,1,257
AVONDALE,KI,293,41,169,0,5,123
SEA 43-1776,KI,673,143,375,0,9,223
SEA 32-2211,KI,606,127,311,0,18,166
SEA 32-2210,KI,610,123,374,0,5,246
SEA 46-2360,KI,469,77,202,0,11,114
SEA 46-2361,KI,359,85,206,0,6,115
SEA 32-2215,KI,805,184,535,0,13,338
BEL 41-2429,KI,836,127,449,0,6,316
SEA 32-2217,KI,754,141,421,0,12,268
FAIRVILLE,KI,575,86,298,0,8,204
SEA 32-2218,KI,666,149,332,0,17,166
SEA 46-2369,KI,419,103,262,0,5,154
BUR 34-0824,KI,577,81,272,0,6,185
RNT 11-0539,KI,475,49,178,0,6,123
COV 47-3279,KI,713,94,342,0,10,238
BOT 45-3620,KI,149,16,63,0,0,47
FOREST,KI,572,98,313,0,3,212
DILWORTH,KI,438,117,277,0,4,156
SEA 43-1869,KI,465,123,270,0,12,135
LYNN,KI,433,80,214,0,2,132
ISS 05-2929,KI,562,110,341,0,5,226
TUK 11-3233,KI,457,63,178,0,5,110
BEL 48-0154,KI,258,41,157,0,1,115
BEL 48-0156,KI,659,94,354,0,5,255
BEL 48-0151,KI,409,89,232,0,4,139
BEL 48-0153,KI,314,52,160,0,4,104
MIL 30-3146,KI,659,102,361,0,0,259
SEA 43-3497,KI,532,81,218,0,6,131
BEL 48-0159,KI,533,82,273,0,3,188
SEA 43-1274,KI,302,91,216,0,4,121
RED 48-2449,KI,518,88,290,0,4,198
RED 48-2448,KI,544,105,316,0,4,207
ISS 41-2605,KI,434,59,240,0,0,181
ISS 41-2602,KI,817,118,379,0,9,252
JOVITA,KI,454,57,232,0,7,168
BEL 41-2556,KI,656,76,378,0,3,299
ISS 41-2977,KI,397,42,137,0,2,93
FED 30-3028,KI,510,49,250,0,5,196
