Row Label,County,Mary E. Fairhurst,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
M-V 05-0697,KI,220,673,165,385,0,0
NAPOLEON,KI,180,505,140,324,0,4
SEA 37-1607,KI,132,524,93,227,0,2
SEA 36-1720,KI,157,622,130,287,0,0
SEA 36-1721,KI,134,529,112,246,0,0
MORRIS,KI,193,736,162,359,0,4
SEA 36-1723,KI,122,431,128,252,0,2
SEA 36-1724,KI,104,315,98,207,0,5
SEA 36-1725,KI,100,372,87,189,0,2
SEA 36-1726,KI,108,387,105,214,0,1
SEA 36-1727,KI,127,382,109,239,0,3
KIR 45-2489,KI,179,559,111,295,0,5
SEA 36-1729,KI,75,231,71,147,0,1
M-V 05-3322,KI,110,382,78,189,0,1
AMES LAKE,KI,248,810,194,445,0,3
FAIRHAVEN,KI,231,808,205,439,0,3
GRIZZLY,KI,171,653,178,353,0,4
QUARTERMASTER,KI,106,342,122,229,0,1
AUB 47-0045,KI,229,674,120,351,0,2
SEA 36-1695,KI,175,475,142,320,0,3
SHL 32-0558,KI,80,310,58,138,0,0
BACUS,KI,161,443,108,271,0,2
BEL 48-3143,KI,115,377,86,202,0,1
AUB 30-3477,KI,43,203,22,65,0,0
AUB 30-3476,KI,60,264,26,86,0,0
MOUNT SI,KI,79,274,86,166,0,1
BEL 48-3144,KI,176,481,92,274,0,6
BEL 41-3140,KI,101,286,70,172,0,1
SEA 43-3230,KI,163,626,143,309,0,3
NEW 41-0248,KI,107,380,72,180,0,1
SHL 32-1053,KI,129,364,97,227,0,1
SEA 36-2163,KI,90,289,85,176,0,1
SEA 36-2162,KI,127,373,132,259,0,0
SEA 36-2161,KI,149,460,154,304,0,1
SEA 36-2167,KI,104,327,106,211,0,1
SEA 36-2166,KI,118,336,111,231,0,2
SEA 36-2165,KI,73,240,97,170,0,0
ROSE,KI,148,409,131,280,0,1
SEA 36-2168,KI,179,520,155,334,0,0
KIR 45-1040,KI,245,783,184,433,0,4
BEL 41-0206,KI,219,729,121,344,0,4
SHL 32-0888,KI,83,264,59,142,0,0
SEA 43-2544,KI,315,887,218,537,0,4
SEA 36-3496,KI,198,671,124,328,0,6
DUV 45-3481,KI,267,692,131,400,0,2
DOCKTON,KI,237,696,209,446,0,0
AUB 47-2839,KI,251,692,176,430,0,3
SEA 37-1907,KI,244,657,185,432,0,3
SEA 37-1906,KI,142,427,136,280,0,2
BUR 33-1189,KI,176,639,104,283,0,3
SEA 37-1902,KI,109,339,113,224,0,2
SEA 37-1901,KI,97,260,65,163,0,1
SEA 37-1900,KI,108,355,81,192,1,2
RNT 11-3575,KI,182,600,133,318,0,3
SAM 45-2726,KI,159,479,116,278,0,3
KIR 48-0615,KI,183,542,117,307,0,7
SAM 41-2973,KI,235,723,198,434,0,1
SEA 43-2547,KI,121,461,83,204,0,0
KEN 33-3174,KI,205,652,107,315,0,3
M-I 41-3655,KI,162,457,96,258,0,0
SHL 32-1168,KI,149,466,96,246,0,1
MICHAEL,KI,216,582,133,353,0,4
SEA 43-2546,KI,99,324,73,176,0,4
SEA 46-2328,KI,75,299,72,147,0,0
TANNER,KI,171,695,169,343,0,3
SNQ 05-3667,KI,119,451,101,224,0,4
RNT 11-3683,KI,77,320,50,128,0,1
SYLVAN,KI,213,744,123,336,0,0
SEA 43-2550,KI,98,342,58,157,0,1
BOT 01-3398,KI,189,656,160,350,0,1
SEA 37-1585,KI,118,358,114,233,0,1
CLEVELAND,KI,104,344,106,212,0,2
BEL 41-0815,KI,92,405,61,155,0,2
KEN 47-3579,KI,57,273,42,100,0,1
CROSS,KI,172,511,154,328,0,2
LFP 46-0734,KI,226,575,122,349,0,1
SEA 43-1345,KI,149,424,124,274,0,1
AUB 47-3456,KI,196,795,108,305,0,1
IDA,KI,84,260,59,146,0,3
DES 33-2626,KI,165,331,103,272,0,4
DES 33-2627,KI,142,347,86,229,0,1
DES 33-2625,KI,126,434,102,231,0,3
DES 33-2623,KI,127,333,96,225,0,2
CAMELOT,KI,131,479,80,211,0,0
KIR 01-0356,KI,293,816,222,516,0,1
RNT 37-3650,KI,103,474,99,204,0,2
SEA 43-2543,KI,91,313,60,153,0,2
ENM 31-0413,KI,194,655,169,363,0,0
RED 48-3134,KI,103,351,75,181,0,3
ENM 31-0410,KI,175,644,119,297,0,3
ENM 31-0417,KI,83,249,59,143,0,1
ENM 31-0416,KI,211,695,188,402,0,3
ENM 31-0415,KI,72,259,68,142,0,2
ENM 31-0419,KI,134,480,93,231,0,4
ENM 31-0418,KI,191,565,131,322,0,0
AUB 31-0058,KI,100,290,68,172,0,4
SEA 34-1425,KI,110,292,75,185,0,0
SEA 34-1424,KI,114,436,95,210,0,1
SEA 34-1427,KI,75,269,85,163,0,3
SEA 34-1426,KI,88,294,98,186,0,0
SEA 37-2861,KI,131,391,111,243,0,1
SEA 34-1420,KI,197,668,188,385,0,0
SEA 34-1423,KI,116,338,88,205,0,1
SEA 34-1422,KI,110,354,105,216,0,1
DES 33-2394,KI,182,407,88,271,0,1
DES 33-2395,KI,106,263,55,162,0,1
SEA 34-1429,KI,89,252,68,158,0,1
SEA 34-1428,KI,90,252,69,163,0,4
WOD 45-2734,KI,205,583,121,328,0,2
RNT 11-0404,KI,180,598,98,281,0,3
SEA 43-1348,KI,167,555,147,317,0,3
SEA 37-1648,KI,186,695,139,327,0,2
SEA 37-1629,KI,123,527,93,221,0,5
RED 48-3391,KI,248,704,155,404,0,1
LFP 46-1089,KI,168,554,152,321,0,1
KMR 46-3594,KI,102,322,51,155,0,2
KMR 46-3592,KI,113,396,76,190,0,1
KEN 47-3408,KI,100,374,40,141,0,1
SEA 37-3673,KI,167,563,105,277,0,5
SEA 37-3672,KI,117,426,107,225,0,1
FREEDOM,KI,207,726,167,378,0,4
KEN 47-3402,KI,187,669,133,322,0,2
KIR 45-2924,KI,187,718,128,322,0,7
ISS 05-3145,KI,241,895,164,406,0,1
MARGERY,KI,226,762,133,360,0,1
AVONDALE,KI,96,293,72,169,0,1
SEA 43-1776,KI,208,673,162,375,0,5
SEA 32-2211,KI,174,606,132,311,0,5
SEA 32-2210,KI,216,610,157,374,0,1
SEA 46-2360,KI,121,469,78,202,0,3
SEA 46-2361,KI,111,359,94,206,0,1
SEA 32-2215,KI,315,805,217,535,0,3
BEL 41-2429,KI,262,836,187,449,0,0
SEA 32-2217,KI,263,754,154,421,0,4
FAIRVILLE,KI,173,575,123,298,0,2
SEA 32-2218,KI,181,666,146,332,0,5
SEA 46-2369,KI,159,419,101,262,0,2
BUR 34-0824,KI,167,577,101,272,0,4
RNT 11-0539,KI,124,475,53,178,0,1
COV 47-3279,KI,202,713,137,342,0,3
BOT 45-3620,KI,36,149,27,63,0,0
FOREST,KI,190,572,123,313,0,0
DILWORTH,KI,145,438,132,277,0,0
SEA 43-1869,KI,164,465,104,270,0,2
LYNN,KI,129,433,83,214,0,2
ISS 05-2929,KI,189,562,147,341,0,5
TUK 11-3233,KI,109,457,67,178,0,2
BEL 48-0154,KI,95,258,57,157,0,5
BEL 48-0156,KI,225,659,127,354,0,2
BEL 48-0151,KI,124,409,104,232,0,4
BEL 48-0153,KI,89,314,69,160,0,2
MIL 30-3146,KI,203,659,153,361,0,5
SEA 43-3497,KI,119,532,98,218,0,1
BEL 48-0159,KI,153,533,118,273,0,2
SEA 43-1274,KI,116,302,97,216,0,3
RED 48-2449,KI,168,518,118,290,0,4
RED 48-2448,KI,186,544,125,316,0,5
ISS 41-2605,KI,153,434,87,240,0,0
ISS 41-2602,KI,215,817,157,379,0,7
JOVITA,KI,123,454,103,232,0,6
BEL 41-2556,KI,224,656,152,378,0,2
ISS 41-2977,KI,92,397,45,137,0,0
FED 30-3028,KI,160,510,90,250,0,0
